"R0000100","R0000600","R0006500","R0007900","R0173600","R0214700","R0214800","R0618500","R0648301","R0648343","R1207800","R2509800","T5256900","T5257400","T5344300","T5407500","T5619500","T5684500","T5734600","T5770700","T5770800","T5770900","T5771000","T5771200","T5774000"
11091,20,-2,-2,16,2,1,0,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11092,21,11,6,15,3,1,0,392,387,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11093,20,12,11,15,3,1,1,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11094,20,-2,-2,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11095,19,11,10,15,3,1,0,443,362,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11096,20,-2,-2,16,2,1,0,-4,-4,-4,1,-4,-4,-4,0,0,0,20,1,11400,1,2,0,1
11097,21,12,9,16,2,1,0,-4,-4,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11098,21,8,8,18,3,2,0,-4,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11099,20,11,16,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11100,18,-3,-2,19,2,2,-3,-4,-4,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11101,20,12,12,19,2,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11102,19,16,12,16,2,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11103,20,11,-4,19,2,2,1,-4,-4,1701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11104,20,11,-2,19,2,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11105,18,11,8,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11106,20,10,12,15,3,1,0,-4,-4,-4,1,-4,-4,-4,0,0,0,10,1,2328,1,3,3,1
11107,19,10,-2,19,2,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11108,20,12,14,18,3,2,1,489,558,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11109,19,-2,14,17,1,1,0,-4,-4,-4,1,7700,2,200,1,40320,-3,10,2,-1,-3,-4,1,-4
11110,19,12,10,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11111,18,12,12,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11112,19,11,12,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11113,18,12,13,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11114,19,12,12,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11115,20,13,8,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11116,19,12,12,18,3,2,0,-4,-4,703,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11117,18,10,12,15,3,1,0,-4,-4,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11118,20,9,8,17,1,1,0,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11119,19,12,11,15,3,1,1,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11120,19,10,14,15,3,1,0,-4,-4,9996,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11121,22,14,20,15,3,1,0,430,480,2001,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11122,21,10,-4,18,3,2,0,532,564,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11123,20,12,12,20,1,2,0,528,616,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11124,20,12,18,16,2,1,0,430,452,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11125,20,10,10,19,2,2,-3,-4,-4,2205,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11126,20,12,8,15,3,1,-3,481,457,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11127,20,12,8,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11128,21,3,3,17,1,1,-3,-4,-4,9996,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11129,22,10,16,15,3,1,0,573,582,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11130,20,-2,-2,19,2,2,0,467,399,514,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11131,19,12,9,18,3,2,0,615,529,2104,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11132,22,8,8,18,3,2,0,486,592,514,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11133,19,12,10,18,3,2,0,538,607,1203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11134,20,13,16,18,3,2,-3,-4,-4,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11135,21,12,-2,18,3,2,0,-4,-4,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11136,20,12,8,19,2,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11137,19,12,12,18,3,2,0,-4,-4,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11138,19,12,12,15,3,1,0,439,420,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11139,21,11,9,15,3,1,0,-4,-4,901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11140,20,12,12,15,3,1,-3,427,443,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11141,21,14,12,15,3,1,0,-4,-4,1701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11142,19,12,12,17,1,1,0,-4,-4,2105,-4,-4,-4,-4,0,0,383000,20,2,106000,0,3,1,1
11143,20,12,9,15,3,1,-3,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11144,22,13,-2,19,2,2,-3,-4,-4,2099,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11145,22,15,12,18,3,2,-3,491,581,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11146,19,12,8,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11147,19,11,8,18,3,2,1,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11148,20,12,11,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11149,20,12,11,18,3,2,0,-4,-4,4901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11150,21,12,7,18,3,2,0,534,464,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11151,21,6,9,18,3,2,0,-4,-4,601,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11152,19,13,16,18,3,2,0,551,578,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11153,19,13,13,19,2,2,0,-4,-4,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11154,19,12,20,15,3,1,0,-4,-4,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11155,20,12,9,19,2,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11156,19,12,12,16,2,1,0,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11157,21,13,15,17,1,1,-5,369,420,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11158,22,11,12,15,3,1,0,464,493,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11159,20,15,16,18,3,2,0,516,502,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11160,20,12,12,18,3,2,0,567,585,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11161,20,12,-2,19,2,2,-3,517,533,1399,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11162,20,12,12,19,2,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11163,21,12,12,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11164,19,12,8,18,3,2,0,490,477,1002,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11165,21,12,12,15,3,1,0,483,505,4902,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11166,19,8,12,15,3,1,0,471,437,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11167,21,12,10,15,3,1,0,390,426,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11168,21,12,9,18,3,2,0,500,504,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11169,20,11,8,18,3,2,0,-4,-4,802,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11170,19,11,11,18,3,2,0,-4,-4,1207,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11171,21,12,13,18,3,2,0,679,681,704,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11172,22,15,13,18,3,2,-3,-4,-4,602,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11173,21,12,14,18,3,2,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11174,20,12,14,18,3,2,0,667,619,801,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11175,21,12,12,18,3,2,0,-4,-4,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11176,19,8,-4,19,2,2,0,-4,-4,2211,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11177,19,6,8,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11178,22,11,12,16,2,1,-3,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11179,19,12,12,16,2,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11180,21,11,-2,19,2,2,0,594,554,508,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11181,22,7,-4,15,3,1,0,491,439,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11182,20,12,-4,18,3,2,0,-4,-4,1002,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11183,21,11,16,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11184,18,10,11,19,2,2,0,-4,-4,703,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11185,19,12,11,15,3,1,0,399,441,-4,1,4760,2,9,1,45000,226850,60,1,45000,0,1,3,1
11186,21,6,-2,17,1,1,-3,-4,-4,9996,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11187,20,15,8,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11188,21,12,9,18,3,2,0,471,525,4901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11189,20,12,10,18,3,2,0,451,535,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11190,21,18,15,20,1,2,0,609,666,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11191,22,12,12,18,3,2,0,446,521,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11192,21,6,12,16,2,1,0,392,405,-4,1,7150,4,-4,0,600,-3,10,2,60600,0,3,1,1
11193,21,-2,-2,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11194,19,15,12,16,2,1,-3,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11195,20,8,-2,16,2,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11196,20,7,4,15,3,1,0,464,454,9996,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11197,21,10,12,15,3,1,0,638,597,202,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11198,20,8,6,15,3,1,0,607,681,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11199,21,11,10,19,2,2,0,-4,-4,506,1,-4,-4,-4,0,0,68950,10,1,76392,0,3,3,1
11200,21,12,9,18,3,2,1,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11201,22,8,8,15,3,1,0,-4,-4,1005,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11202,21,8,12,15,3,1,0,420,481,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11203,20,12,11,18,3,2,0,509,478,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11204,22,12,16,18,3,2,-3,567,666,1203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11205,20,10,10,15,3,1,0,464,460,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11206,21,-2,12,16,2,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11207,21,12,12,15,3,1,0,356,461,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11208,21,-2,-2,15,3,1,0,489,454,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11209,22,3,5,17,1,1,0,444,369,-4,1,7000,1,40,0,87000,185500,40,2,87000,0,4,1,1
11210,19,12,6,19,2,2,1,298,353,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11211,20,12,12,19,2,2,1,429,453,812,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11212,19,9,12,15,3,1,0,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11213,21,12,12,18,3,2,-5,671,674,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11214,21,9,12,18,3,2,-3,572,547,511,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11215,21,12,8,15,3,1,0,416,415,-4,-4,9130,4,-4,1,140000,11366,50,1,140000,0,2,3,1
11216,21,9,9,15,3,1,0,499,459,2201,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11217,20,12,8,18,3,2,0,443,474,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11218,19,18,20,15,3,1,-3,758,696,701,4,1110,2,125,0,0,677000,50,1,0,1,3,0,1
11219,18,16,13,18,3,2,0,508,584,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11220,20,10,12,18,3,2,-3,653,542,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11221,20,10,10,16,2,1,0,442,446,-5,1,-4,-4,-4,0,0,150500,50,1,29400,0,3,3,1
11222,20,12,12,20,1,2,0,600,664,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11223,21,10,6,15,3,1,0,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11224,20,-2,16,18,3,2,0,556,553,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11225,18,12,12,18,3,2,0,577,536,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11226,20,12,9,18,3,2,0,607,610,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11227,19,11,12,15,3,1,0,-4,-4,-4,1,7200,4,-4,1,25000,949500,20,3,51000,0,3,1,0
11228,20,11,14,18,3,2,0,483,495,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11229,20,11,5,15,3,1,1,404,449,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11230,22,12,-2,15,3,1,0,368,435,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11231,19,12,12,16,2,1,0,424,326,-4,1,6260,4,1,1,25000,6000,60,1,25000,0,3,3,1
11232,21,10,12,15,3,1,0,458,478,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11233,21,12,8,15,3,1,0,491,559,9996,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11234,20,12,15,15,3,1,0,440,450,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11235,21,10,12,18,3,2,0,493,518,1207,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11236,21,12,8,18,3,2,1,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11237,19,-4,6,18,3,2,0,395,567,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11238,20,17,12,15,3,1,0,559,610,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11239,20,9,12,15,3,1,0,545,515,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11240,22,8,8,15,3,1,0,-4,-4,602,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11241,22,12,7,15,3,1,0,598,548,-4,1,1550,1,8000,1,120000,222000,0,1,120000,0,2,3,0
11242,21,-3,12,15,3,1,0,624,674,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11243,22,9,9,18,3,2,0,-4,-4,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11244,21,6,-4,18,3,2,0,545,610,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11245,20,14,16,15,3,1,0,554,501,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11246,19,20,20,15,3,1,-3,256,278,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11247,18,12,-2,15,3,1,1,-4,-4,401,1,430,2,8,1,35000,305000,70,2,90500,0,3,1,1
11248,21,12,6,15,3,1,0,509,616,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11249,19,12,10,15,3,1,-5,457,499,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11250,20,16,12,15,3,1,-3,448,542,603,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11251,19,14,12,15,3,1,0,-4,-4,2107,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11252,22,12,12,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11253,21,12,12,15,3,1,0,537,554,2105,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11254,20,14,12,15,3,1,0,558,567,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11255,20,12,12,15,3,1,0,465,486,2202,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11256,19,17,17,15,3,1,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11257,21,16,16,15,3,1,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11258,22,12,10,15,3,1,0,487,575,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11259,19,12,14,18,3,2,0,434,561,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11260,21,12,12,18,3,2,-5,481,507,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11261,21,12,12,18,3,2,0,479,599,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11262,22,11,12,18,3,2,0,440,491,2009,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11263,20,12,16,15,3,1,0,456,428,1501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11264,22,16,12,16,2,1,-5,533,409,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11265,21,12,10,15,3,1,0,517,550,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11266,19,12,12,18,3,2,0,538,497,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11267,18,12,12,15,3,1,0,413,431,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11268,21,12,12,18,3,2,0,479,462,2001,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11269,18,12,12,18,3,2,-5,487,596,1002,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11270,19,12,15,18,3,2,0,-4,-4,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11271,19,12,12,15,3,1,0,600,546,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11272,19,12,18,18,3,2,0,524,564,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11273,19,12,20,15,3,1,-3,645,674,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11274,19,12,-2,16,2,1,0,-4,-4,-4,1,7220,1,300,1,70000,131000,40,1,70050,0,4,1,1
11275,20,16,-3,15,3,1,0,587,602,-4,1,2100,4,-4,1,50000,243500,10,1,50000,0,3,0,1
11276,19,12,12,19,2,2,0,457,481,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11277,18,10,-3,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11278,21,12,10,18,3,2,0,479,528,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11279,18,10,8,15,3,1,-5,-4,-4,1701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11280,21,12,12,15,3,1,-3,532,531,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11281,19,12,16,15,3,1,0,736,484,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11282,19,12,14,15,3,1,0,384,368,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11283,20,13,12,18,3,2,0,679,681,115,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11284,22,12,12,18,3,2,0,537,521,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11285,21,12,13,18,3,2,0,523,564,509,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11286,21,12,12,19,2,2,0,460,545,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11287,21,12,9,15,3,1,0,539,582,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11288,21,12,12,15,3,1,0,523,515,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11289,20,16,16,15,3,1,0,421,471,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11290,20,12,13,15,3,1,0,387,536,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11291,21,12,8,15,3,1,0,627,560,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11292,21,12,12,15,3,1,0,535,414,704,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11293,22,12,12,15,3,1,-3,545,492,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11294,20,14,14,15,3,1,0,460,536,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11295,21,12,10,17,1,1,0,506,476,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11296,21,18,15,18,3,2,0,-4,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11297,19,12,12,15,3,1,0,530,577,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11298,19,12,12,18,3,2,0,546,525,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11299,20,12,8,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
