"R0000100","R0000600","R0006500","R0007900","R0173600","R0214700","R0214800","R0618500","R0648301","R0648343","R1207800","R2509800","T5256900","T5257400","T5344300","T5407500","T5619500","T5684500","T5734600","T5770700","T5770800","T5770900","T5771000","T5771200","T5774000"
11300,20,8,8,15,3,1,0,542,596,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11301,22,16,12,15,3,1,0,620,570,2103,4,3850,1,30,1,85000,945280,10,2,145000,0,3,1,1
11302,21,12,12,15,3,1,0,509,539,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11303,21,12,12,15,3,1,1,637,605,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11304,21,8,10,18,3,2,0,568,520,823,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11305,21,12,12,16,2,1,0,487,536,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11306,21,12,12,20,1,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11307,20,8,8,18,3,2,0,612,541,902,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11308,20,6,9,18,3,2,0,620,685,801,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11309,19,13,16,18,3,2,0,490,539,-4,1,-4,-4,-4,0,0,1028500,80,2,140400,0,2,1,0
11310,20,8,8,18,3,2,-3,502,493,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11311,22,16,20,15,3,1,0,451,517,2105,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11312,20,12,12,15,3,1,0,619,571,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11313,22,8,12,18,3,2,0,575,668,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11314,19,12,12,15,3,1,0,681,684,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11315,19,12,12,15,3,1,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11316,20,12,16,15,3,1,-5,620,576,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11317,19,16,12,15,3,1,0,656,674,-4,1,1110,2,400,1,124000,14900,10,1,124000,0,4,3,1
11318,19,12,8,15,3,1,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11319,19,12,12,18,3,2,-5,510,674,-4,1,5120,5,-4,0,800,585383,0,2,56800,0,3,1,1
11320,20,12,8,18,3,2,1,497,517,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11321,18,11,12,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11322,19,16,11,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11323,20,13,12,15,3,1,-3,648,607,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11324,19,8,6,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11325,18,11,9,16,2,1,0,512,518,0,1,8960,2,600,1,80000,740818,20,2,148600,0,3,1,1
11326,18,7,9,19,2,2,0,503,574,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11327,18,6,9,18,3,2,-3,-4,-4,514,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11328,22,12,12,15,3,1,0,581,668,601,3,5240,1,700,1,70000,-20700,0,1,70000,0,3,3,1
11329,19,11,11,16,2,1,0,504,499,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11330,21,12,12,15,3,1,-5,516,514,801,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11331,19,12,10,15,3,1,-3,623,503,109,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11332,19,12,10,15,3,1,0,516,487,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11333,22,6,6,17,1,1,1,440,453,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11334,20,16,12,15,3,1,0,574,457,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11335,21,12,15,15,3,1,1,-4,-4,1002,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11336,21,10,-2,15,3,1,0,481,503,511,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11337,20,12,12,15,3,1,0,592,681,2001,2,-4,-4,-4,0,0,7000,0,1,0,1,4,3,0
11338,21,12,-2,15,3,1,0,461,447,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11339,20,10,16,15,3,1,0,601,535,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11340,19,12,10,15,3,1,0,569,510,-4,1,-4,-4,-4,0,80000,562968,20,2,240000,0,1,1,1
11341,20,11,13,19,2,2,0,510,511,1203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11342,21,12,12,16,2,1,0,-4,-4,0,1,1000,1,-2,0,45000,39000,40,4,45000,0,1,1,1
11343,21,14,13,18,3,2,0,504,666,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11344,19,12,10,15,3,1,0,384,470,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11345,19,12,-2,18,3,2,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11346,22,8,12,18,3,2,0,563,526,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11347,21,12,16,18,3,2,0,527,532,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11348,19,8,8,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11349,20,12,6,15,3,1,-5,527,576,1701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11350,20,12,16,15,3,1,-5,508,470,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11351,20,10,12,15,3,1,0,584,528,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11352,20,12,12,15,3,1,0,477,441,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11353,21,12,12,15,3,1,0,499,456,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11354,21,12,12,15,3,1,0,448,443,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11355,20,12,3,18,3,2,0,481,582,203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11356,22,9,12,18,3,2,0,486,611,2210,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11357,21,10,10,18,3,2,0,475,497,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11358,20,13,14,18,3,2,0,474,572,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11359,21,17,17,15,3,1,0,608,674,602,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11360,21,18,14,15,3,1,-3,500,521,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11361,19,10,12,15,3,1,0,561,528,803,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11362,20,12,16,15,3,1,-5,463,452,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11363,19,12,12,19,2,2,0,441,415,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11364,18,12,12,15,3,1,0,571,523,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11365,21,12,12,18,3,2,0,503,478,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11366,19,11,12,18,3,2,0,581,525,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11367,21,12,12,16,2,1,0,-4,-4,1501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11368,21,12,12,15,3,1,0,562,523,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11369,20,8,-2,18,3,2,1,470,479,1401,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11370,20,10,12,15,3,1,0,-4,-4,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11371,20,16,12,18,3,2,0,552,627,506,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11372,21,12,15,16,2,1,0,714,580,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11373,21,-2,10,18,3,2,-3,460,544,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11374,20,12,14,18,3,2,0,495,664,2205,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11375,22,12,15,18,3,2,-5,-4,-4,1203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11376,21,12,12,15,3,1,1,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11377,19,-2,-2,15,3,1,0,497,451,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11378,19,12,12,18,3,2,0,-4,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11379,19,12,16,15,3,1,0,571,684,1905,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11380,18,12,11,18,3,2,-3,521,487,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11381,19,12,12,15,3,1,0,516,464,1803,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11382,19,12,8,16,2,1,-5,540,528,1701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11383,19,10,12,15,3,1,0,-4,-4,1103,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11384,18,8,6,15,3,1,0,573,473,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11385,22,14,14,15,3,1,0,557,512,1103,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11386,22,12,12,15,3,1,0,668,666,901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11387,21,12,12,15,3,1,0,548,597,703,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11388,18,12,8,15,3,1,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11389,20,12,10,18,3,2,0,566,559,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11390,20,12,12,18,3,2,0,-4,-4,1203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11391,18,12,16,15,3,1,-3,581,587,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11392,20,16,12,18,3,2,-3,657,639,1501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11393,21,12,6,18,3,2,0,621,674,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11394,20,12,10,15,3,1,0,519,545,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11395,21,10,12,20,1,2,0,450,614,509,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11396,20,16,16,18,3,2,0,457,681,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11397,21,12,16,18,3,2,0,571,510,1203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11398,21,12,-2,18,3,2,0,504,530,1203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11399,19,11,12,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11400,18,12,12,18,3,2,0,474,442,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11401,19,11,11,18,3,2,0,412,428,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11402,18,12,15,18,3,2,0,481,518,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11403,19,14,12,18,3,2,0,-4,-4,1203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11404,18,13,12,18,3,2,0,501,480,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11405,17,16,12,15,3,1,-5,478,529,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11406,18,12,12,15,3,1,-3,-4,-4,202,-5,5000,2,800,1,80000,257500,50,1,80000,0,1,3,1
11407,19,12,10,19,2,2,0,499,423,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11408,21,12,17,15,3,1,0,523,530,901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11409,21,8,12,18,3,2,0,476,666,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11410,21,12,12,16,2,1,0,539,460,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11411,20,12,11,18,3,2,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11412,19,12,12,19,2,2,0,442,409,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11413,22,11,-4,15,3,1,-5,-4,-4,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11414,22,12,10,15,3,1,0,613,567,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11415,21,12,12,15,3,1,0,-4,-4,1701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11416,20,12,11,18,3,2,0,498,502,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11417,21,8,8,15,3,1,0,-4,-4,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11418,21,12,16,15,3,1,0,-4,-4,832,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11419,20,12,7,15,3,1,0,511,619,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11420,18,9,10,18,3,2,0,576,474,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11421,21,12,8,15,3,1,0,427,504,803,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11422,20,10,6,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11423,21,12,14,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11424,20,12,12,15,3,1,0,566,681,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11425,19,14,-2,15,3,1,0,475,508,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11426,20,10,10,15,3,1,0,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11427,20,11,8,20,1,2,0,589,602,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11428,22,9,12,15,3,1,0,592,503,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11429,21,9,9,16,2,1,0,448,487,704,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11430,20,12,10,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11431,19,12,-2,17,1,1,-3,504,490,2004,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11432,20,8,16,18,3,2,0,625,538,1701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11433,21,-2,11,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11434,19,12,12,15,3,1,-3,556,557,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11435,21,16,13,15,3,1,0,451,580,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11436,20,9,6,17,1,1,0,622,460,910,2,230,1,700,1,100000,313000,0,2,170000,0,4,1,1
11437,22,12,12,15,3,1,0,551,552,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11438,21,16,20,16,2,1,-3,547,507,901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11439,21,15,15,15,3,1,-3,446,434,2101,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11440,20,-2,10,18,3,2,0,465,469,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11441,19,12,12,15,3,1,0,516,564,4901,1,-4,-4,-4,0,0,82120,100,1,59100,0,1,3,0
11442,20,10,-3,18,3,2,-3,502,535,2208,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11443,18,12,-2,18,3,2,0,511,505,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11444,22,12,12,16,2,1,0,473,344,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11445,18,15,12,18,3,2,0,575,520,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11446,19,12,12,18,3,2,0,405,530,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11447,22,8,10,18,3,2,0,-4,-4,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11448,20,10,12,18,3,2,-3,520,542,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11449,18,10,8,18,3,2,0,597,587,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11450,21,4,13,20,1,2,0,703,535,901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11451,19,15,15,15,3,1,0,625,638,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11452,22,-2,-4,15,3,1,-5,444,517,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11453,19,12,12,15,3,1,-3,447,519,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11454,21,12,10,18,3,2,-5,-4,-4,1401,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11455,20,-3,14,18,3,2,0,529,618,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11456,19,-4,15,19,2,2,0,517,472,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11457,20,10,12,18,3,2,0,512,490,4901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11458,19,14,12,18,3,2,0,557,538,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11459,21,12,12,18,3,2,0,576,606,509,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11460,20,12,7,18,3,2,0,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11461,19,13,19,18,3,2,0,557,525,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11462,21,12,12,15,3,1,-5,-4,-4,2105,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11463,21,12,10,16,2,1,0,458,597,2105,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11464,19,12,12,15,3,1,0,620,635,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11465,21,12,8,15,3,1,0,469,564,704,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11466,19,12,10,15,3,1,0,528,475,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11467,18,8,12,15,3,1,0,617,575,-4,1,220,4,-4,1,50000,-46200,0,1,51596,0,1,2,1
11468,21,16,11,18,3,2,0,566,666,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11469,21,12,16,15,3,1,0,604,511,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11470,22,12,12,15,3,1,0,-4,-4,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11471,21,18,12,18,3,2,-3,491,542,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11472,19,12,12,19,2,2,0,-4,-4,1803,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11473,20,12,20,15,3,1,0,-4,-4,1803,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11474,21,12,12,18,3,2,-3,500,514,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11475,21,16,16,15,3,1,0,579,666,1803,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11476,20,-3,10,15,3,1,0,536,681,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11477,21,12,16,18,3,2,0,493,666,902,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11478,21,12,12,16,2,1,1,327,574,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11479,20,12,8,15,3,1,-3,459,559,801,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11480,20,15,13,15,3,1,0,532,575,515,1,430,4,-4,1,0,250700,40,2,81200,0,4,3,0
11481,19,12,8,15,3,1,0,566,597,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11482,21,15,14,18,3,2,0,553,605,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11483,21,12,13,15,3,1,-3,499,521,1004,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11484,22,10,12,15,3,1,0,552,619,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11485,19,10,-2,19,2,2,-5,-4,-4,501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11486,21,11,11,18,3,2,0,561,517,1799,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11487,19,14,12,18,3,2,0,567,528,1501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11488,19,10,9,18,3,2,0,494,474,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11489,20,8,6,15,3,1,0,508,479,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11490,22,11,12,18,3,2,0,-4,-4,1203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11491,20,8,0,19,2,2,0,476,477,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11492,19,12,12,18,3,2,0,600,626,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11493,20,8,8,18,3,2,0,607,681,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11494,21,11,12,20,1,2,0,544,522,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11495,20,12,12,15,3,1,0,-4,-4,701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11496,22,-2,-2,15,3,1,0,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11497,22,13,12,17,1,1,0,614,614,2209,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11498,20,12,12,15,3,1,0,548,517,839,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11499,21,11,8,15,3,1,-3,439,398,9996,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11500,19,13,-4,17,1,1,-5,-4,-4,-4,1,4710,2,5,1,27000,11450,50,2,-2,-3,3,3,1
11501,19,13,10,18,3,2,1,493,497,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11502,22,14,12,18,3,2,0,632,558,1011,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11503,19,12,13,18,3,2,-3,499,573,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11504,20,12,14,19,2,2,0,580,557,1701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11505,21,16,17,15,3,1,0,750,666,801,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11506,20,16,12,15,3,1,0,436,486,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11507,19,14,12,15,3,1,0,587,505,1701,2,710,2,400,0,55000,99500,30,4,75020,0,3,1,1
11508,21,12,19,15,3,1,0,530,487,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11509,21,12,20,15,3,1,-3,553,589,504,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11510,21,12,-4,15,3,1,0,452,568,401,1,9130,2,300,1,87000,471992,20,2,155000,0,4,1,1
